CNatFluct,CdueGHG,CseriousDamage,CO2causesCC,HumansInsign,GMimportant,GMdamageEnv,GMtested,GMdangerous,GMsafe,VaxSafe,VaxNegSide,VaxTested,VaxRisky,VaxContribHealth,PLiberal,PRepub,PCommunismFailed,PNeverConserv,PMediaLeft,PSocialismOK,PLeft,FMUnresBest,FMLimitSocial,FMMoreImp,FMThreatEnv,FMUnsustain,CYNewWorldOrder,CYMLK,CYMoon,CYJFK,CY911,CYDiana,CYClimChange,CYAIDS,CYTobacco,Catch1,CauseHIV,CauseSmoking,CauseLead,age,gender,climate_avg,GM_food_avg,vaccines_avg,political_conservatism_avg,free_market_avg,conspiracist_avg,convenience_avg,scientific_props_avg,conspiacist_avg_quad
2,3,2,2,2,3,4,4,3,3,4,4,4,4,4,4,2,4,4,3,3,3,4,4,2,4,3,2,4,2,4,2,2,2,2,2,3,4,4,4,61,2,2.2,3.4,4,3.28571428571429,3.4,2.66666666666667,2,4,7.11111111111111
4,4,3,4,3,4,2,3,3,2,4,4,4,5,4,1,1,5,1,3,3,1,3,3,3,3,3,1,4,1,5,4,4,3,4,4,3,4,3,4,53,2,3.6,2.8,4.2,2.14285714285714,3,3.16666666666667,3.66666666666667,3.66666666666667,10.0277777777778
4,1,2,2,3,3,3,2,2,2,3,3,2,3,3,5,4,5,5,5,5,4,4,4,5,4,4,3,3,2,3,1,3,4,2,3,3,4,4,3,48,1,2.4,2.4,2.8,4.71428571428571,4.2,2.5,3,3.66666666666667,6.25
1,5,5,5,5,5,1,2,1,3,4,4,3,1,5,1,5,5,5,2,2,3,5,1,5,1,4,3,1,1,1,2,1,1,1,1,3,5,5,5,31,2,4.2,2.4,3.4,3.28571428571429,3.2,1.5,1,5,2.25
2,3,3,2,3,4,2,3,3,4,4,2,4,2,3,2,4,3,3,4,2,2,4,3,4,3,2,3,4,3,3,2,3,4,3,3,3,3,3,4,35,2,2.6,3.2,3,2.85714285714286,3.2,3,3.33333333333333,3.33333333333333,9
4,2,2,4,5,2,4,3,1,3,5,2,5,2,4,4,1,2,2,5,2,2,5,3,1,3,2,2,1,1,2,1,1,3,2,2,3,5,5,4,59,2,3.4,2.6,3.6,2.57142857142857,2.8,1.33333333333333,2.33333333333333,4.66666666666667,1.77777777777778
2,4,4,4,3,2,2,3,1,2,3,2,2,3,3,2,3,5,2,3,3,1,2,3,2,2,2,5,5,3,4,5,3,3,2,3,3,5,4,5,29,2,3.4,2,2.6,2.71428571428571,2.2,4.16666666666667,2.66666666666667,4.66666666666667,17.3611111111111
4,5,4,3,5,2,2,3,2,2,5,3,4,3,4,2,3,4,4,3,4,3,2,2,2,2,3,1,1,1,3,1,4,1,2,1,3,4,4,4,22,2,4.2,2.2,3.8,3.28571428571429,2.2,1.83333333333333,1.33333333333333,4,3.36111111111111
4,5,4,4,1,4,2,3,2,2,2,2,4,2,4,2,3,4,4,4,3,2,4,2,2,2,2,2,4,4,5,4,5,4,3,2,3,4,5,4,35,1,3.6,2.6,2.8,3.14285714285714,2.4,4,3,4.33333333333333,16
4,4,4,4,4,4,4,2,2,4,5,5,4,4,4,2,1,3,4,2,4,3,2,2,4,3,3,1,1,1,2,1,1,2,1,1,3,4,4,4,34,1,4,3.2,4.4,2.71428571428571,2.8,1.16666666666667,1.33333333333333,4,1.36111111111111
3,4,4,4,4,4,3,3,3,3,4,3,4,2,4,2,2,3,1,3,3,2,4,3,3,2,3,2,2,1,3,1,1,1,1,2,3,4,4,4,58,2,3.8,3.2,3.4,2.28571428571429,3,1.66666666666667,1.33333333333333,4,2.77777777777778
2,4,4,3,3,4,3,3,2,2,3,4,4,2,3,2,1,3,5,1,3,5,3,2,4,3,3,2,3,3,3,3,3,3,3,3,3,4,5,5,56,1,3.2,2.8,3.2,2.85714285714286,3,2.83333333333333,3,4.66666666666667,8.02777777777778
2,2,2,1,2,2,2,1,2,2,5,3,1,4,4,5,4,5,5,5,4,5,4,2,4,4,4,2,1,1,1,1,1,3,1,3,3,5,5,5,57,2,1.8,1.8,3.4,4.71428571428571,3.6,1.16666666666667,2.33333333333333,5,1.36111111111111
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,54,2,3,3,3,3,3,3,3,3,9
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,5,1,5,3,1,1,3,5,5,5,53,1,3,3,3,3,3,3.33333333333333,1.66666666666667,5,11.1111111111111
2,5,4,5,3,3,4,3,3,2,4,3,4,3,4,3,1,3,3,3,3,4,4,2,4,3,3,3,2,1,5,3,1,2,1,1,3,3,5,3,56,1,3.8,3,3.6,2.85714285714286,3.2,2.5,1.33333333333333,3.66666666666667,6.25
1,1,1,2,2,4,4,4,4,4,5,5,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,1,1,3,1,2,3,5,4,4,56,1,1.4,4,4.2,5,5,1.16666666666667,2,4.33333333333333,1.36111111111111
4,5,5,5,5,2,3,1,1,2,3,3,3,3,4,3,1,4,3,3,2,3,3,3,1,3,3,3,3,2,4,3,4,1,3,1,3,5,5,4,72,2,4.8,1.8,3.2,2.71428571428571,2.6,3.16666666666667,1.66666666666667,4.66666666666667,10.0277777777778
3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3,3,2,4,4,51,2,3,2.6,3,3,3,2.66666666666667,3,3.33333333333333,7.11111111111111
3,3,4,4,4,2,2,3,3,1,4,3,3,3,4,2,2,3,3,3,2,3,4,3,3,2,3,3,3,2,3,2,2,2,2,2,3,4,4,4,60,2,3.6,2.2,3.4,2.57142857142857,3,2.5,2,4,6.25
2,4,4,4,4,3,4,3,2,3,5,5,2,5,5,5,4,4,5,3,5,5,4,3,4,4,5,3,2,1,4,1,3,2,1,3,3,4,4,4,45,1,3.6,3,4.4,4.42857142857143,4,2.33333333333333,2,4,5.44444444444445
2,2,3,3,3,5,5,4,5,4,5,5,4,5,5,5,4,5,5,4,5,3,4,4,3,4,4,1,1,1,1,1,1,2,1,2,3,4,4,4,63,1,2.6,4.6,4.8,4.42857142857143,3.8,1,1.66666666666667,4,1
4,1,4,3,5,2,3,4,2,2,4,4,4,5,3,5,1,5,1,3,3,3,2,2,2,2,2,1,1,1,1,1,1,4,1,2,3,5,5,5,56,2,3.4,2.6,4,3,2,1,2.33333333333333,5,1
4,4,4,4,4,2,3,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,2,2,2,2,2,2,2,2,2,3,4,4,4,55,2,4,3.2,3.6,4,3.6,2,2,4,4
4,2,5,4,4,4,4,3,4,4,5,4,4,2,4,4,3,4,3,4,4,2,4,2,3,3,2,4,2,1,1,1,1,2,2,2,3,4,4,4,61,2,3.8,3.8,3.8,3.42857142857143,2.8,1.66666666666667,2,4,2.77777777777778
4,3,4,3,4,3,2,2,2,3,3,2,2,3,3,3,2,3,3,3,2,3,3,3,3,3,2,3,4,3,4,4,3,2,4,2,3,5,5,4,43,1,3.6,2.4,2.6,2.71428571428571,2.8,3.5,2.66666666666667,4.66666666666667,12.25
4,4,4,3,4,4,2,2,4,4,5,5,5,2,5,5,5,2,2,5,5,4,4,3,2,3,3,3,2,2,5,1,1,2,1,1,3,4,5,4,64,2,3.8,3.2,4.4,4,3,2.33333333333333,1.33333333333333,4.33333333333333,5.44444444444445
2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,3,3,3,3,3,3,4,4,4,43,2,2.8,3,3,3,3,3.16666666666667,3,4,10.0277777777778
1,3,3,3,3,3,3,3,1,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,44,2,2.6,3,3.4,3,3,3,3,3,9
4,5,4,3,4,2,5,4,5,4,4,4,5,4,4,1,3,2,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,3,5,5,5,24,1,4,4,4.2,2.57142857142857,2.6,1,1,5,1
1,2,1,3,5,3,5,4,5,3,4,5,5,5,5,3,1,4,3,1,1,3,4,4,2,4,4,1,1,1,1,1,1,3,1,1,3,3,3,2,55,2,2.4,4,4.8,2.28571428571429,3.6,1,1.66666666666667,2.66666666666667,1
4,5,5,4,4,2,2,2,3,3,4,3,4,4,4,2,1,4,4,1,2,2,1,1,2,2,2,1,1,1,3,3,3,1,1,1,3,4,5,5,57,1,4.4,2.4,3.8,2.28571428571429,1.6,2,1,4.66666666666667,4
4,4,5,5,5,2,2,2,1,1,5,5,3,4,5,2,1,4,3,1,3,2,2,2,1,3,2,3,4,1,5,1,5,1,1,3,3,1,4,4,57,1,4.6,1.6,4.4,2.28571428571429,2,3.16666666666667,1.66666666666667,3,10.0277777777778
2,3,3,3,2,3,3,3,3,3,2,2,3,2,4,4,4,4,4,5,4,4,4,3,4,4,3,2,1,1,1,1,1,3,1,1,3,4,5,5,59,1,2.6,3,2.6,4.14285714285714,3.6,1.16666666666667,1.66666666666667,4.66666666666667,1.36111111111111
4,4,4,4,4,1,2,2,2,2,2,3,2,3,3,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,4,3,3,2,3,2,3,4,4,4,60,2,4,1.8,2.6,3.57142857142857,3,3.33333333333333,2.33333333333333,4,11.1111111111111
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,32,2,3,3,3,3,3,3,3,3,9
2,4,4,4,2,4,2,4,2,4,4,2,4,2,4,2,4,4,2,4,1,2,3,3,4,2,1,4,4,4,4,4,4,4,3,3,3,4,5,4,29,2,3.2,3.2,3.2,2.71428571428571,2.6,4,3.33333333333333,4.33333333333333,16
2,3,3,4,4,3,4,4,3,3,4,4,4,3,4,5,5,4,5,5,5,5,4,2,3,3,4,3,2,1,2,1,1,3,2,3,3,4,4,5,59,1,3.2,3.4,3.8,4.85714285714286,3.2,1.66666666666667,2.66666666666667,4.33333333333333,2.77777777777778
2,3,4,2,4,5,4,2,3,4,4,5,3,4,5,3,2,5,3,4,5,3,2,1,3,1,1,2,5,5,5,5,5,5,5,1,3,3,5,5,31,2,3,3.6,4.2,3.57142857142857,1.6,4.5,3.66666666666667,4.33333333333333,20.25
1,3,2,3,2,4,3,3,2,3,5,5,4,4,5,5,4,2,5,3,5,3,2,3,3,3,2,1,1,3,4,1,2,2,1,1,3,5,5,5,52,1,2.2,3,4.6,3.85714285714286,2.6,2,1.33333333333333,5,4
1,1,1,2,2,3,4,2,3,2,4,3,4,3,4,5,5,5,5,5,5,5,5,4,5,4,4,4,2,2,4,1,1,4,1,4,3,4,3,5,49,1,1.4,2.8,3.6,5,4.4,2.33333333333333,3,4,5.44444444444445
2,4,4,3,3,4,2,4,3,3,4,2,4,3,4,2,5,5,4,4,3,2,4,2,4,3,3,4,3,1,2,1,4,4,4,1,3,5,5,4,55,1,3.2,3.2,3.4,3.57142857142857,3.2,2.5,3,4.66666666666667,6.25
2,5,5,3,4,4,3,4,4,3,5,5,4,5,5,3,3,5,3,2,2,3,5,4,3,4,4,3,3,2,3,4,3,1,1,2,3,4,4,5,22,2,3.8,3.6,4.8,3,4,3,1.33333333333333,4.33333333333333,9
1,1,2,2,3,3,3,3,3,3,4,4,3,4,4,5,5,4,5,5,5,5,5,5,4,5,5,3,2,1,3,1,1,4,2,3,3,4,4,3,54,1,1.8,3,3.8,4.85714285714286,4.8,1.83333333333333,3,3.66666666666667,3.36111111111111
4,4,3,4,5,3,3,3,3,3,4,4,4,2,4,4,4,3,4,3,3,3,3,2,2,3,3,4,2,1,2,1,2,2,1,1,3,5,5,5,48,2,4,3,3.6,3.42857142857143,2.6,2,1.33333333333333,5,4
1,2,2,2,2,3,4,4,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,3,2,1,1,1,1,5,1,3,3,4,4,3,64,1,1.8,3.4,4,5,4.8,1.5,3,3.66666666666667,2.25
2,2,2,3,3,1,1,1,1,1,4,4,4,5,5,3,3,5,3,3,3,3,5,3,2,3,5,5,1,1,1,1,1,3,1,3,3,4,5,5,70,1,2.4,1,4.4,3.28571428571429,3.6,1.66666666666667,2.33333333333333,4.66666666666667,2.77777777777778
4,5,5,5,5,2,2,2,1,1,4,4,4,5,4,1,1,3,1,2,2,1,3,2,2,2,2,3,3,1,3,2,2,1,2,2,3,5,5,4,54,1,4.8,1.6,4.2,1.57142857142857,2.2,2.33333333333333,1.66666666666667,4.66666666666667,5.44444444444445
4,4,4,4,5,3,3,3,2,2,4,4,3,4,4,1,1,5,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,61,1,4.2,2.6,3.8,1.71428571428571,1.2,1,1,5,1
2,5,4,3,4,3,3,4,2,2,5,3,3,2,5,3,1,4,2,3,3,3,2,3,3,2,3,2,1,1,3,1,2,2,1,2,3,5,4,5,71,2,3.6,2.8,3.6,2.71428571428571,2.6,1.66666666666667,1.66666666666667,4.66666666666667,2.77777777777778
1,3,3,3,2,5,5,3,3,3,5,3,3,1,5,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,5,2,3,3,3,3,5,4,59,2,2.4,3.8,3.4,3,3,3.66666666666667,2.66666666666667,4,13.4444444444444
2,4,3,3,2,3,2,4,3,4,4,3,3,2,4,3,3,4,2,3,3,2,5,2,4,3,3,4,3,3,4,4,5,5,4,4,3,3,4,4,46,2,2.8,3.2,3.2,2.85714285714286,3.4,3.83333333333333,4.33333333333333,3.66666666666667,14.6944444444444
2,2,3,2,3,2,3,3,2,3,4,4,4,4,4,4,3,4,4,3,4,3,3,3,3,3,3,2,2,1,3,1,3,2,1,1,3,4,4,4,59,2,2.4,2.6,4,3.57142857142857,3,2,1.33333333333333,4,4
3,4,3,4,3,4,1,5,1,1,1,1,1,3,2,3,2,5,3,3,3,3,3,4,3,2,3,4,5,1,5,1,5,3,2,4,3,5,2,4,55,2,3.4,2.4,1.6,3.14285714285714,3,3.5,3,3.66666666666667,12.25
2,3,3,3,3,4,3,4,3,3,4,4,4,3,3,3,1,4,3,3,3,3,3,3,3,3,3,3,3,2,5,2,3,3,1,3,3,5,5,3,59,2,2.8,3.4,3.6,2.85714285714286,3,3,2.33333333333333,4.33333333333333,9
2,3,3,3,2,4,2,3,2,4,4,2,3,2,4,2,4,3,2,4,3,2,3,2,3,3,2,3,3,4,4,3,3,4,3,4,3,5,5,5,32,2,2.6,3,3,2.85714285714286,2.6,3.33333333333333,3.66666666666667,5,11.1111111111111
1,2,3,3,4,3,3,2,2,3,3,2,2,3,4,4,3,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,4,1,1,3,5,5,5,41,1,2.6,2.6,2.8,4.57142857142857,4,1,2,5,1
2,4,5,3,4,3,3,3,2,2,4,4,4,3,4,2,1,3,3,3,3,2,3,2,2,3,3,4,3,3,3,3,3,2,3,2,3,4,4,5,63,1,3.6,2.6,3.8,2.42857142857143,2.6,3.16666666666667,2.33333333333333,4.33333333333333,10.0277777777778
1,5,4,4,4,5,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,4,3,3,3,3,3,3,5,5,5,15,1,3.6,3.6,3.2,3,3,2.66666666666667,3,5,7.11111111111111
1,1,1,1,1,1,3,1,1,1,1,3,1,3,3,5,4,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,3,5,3,2,3,2,5,5,61,2,1,1.4,2.2,4.85714285714286,5,3.83333333333333,3.33333333333333,4,14.6944444444444
2,2,2,3,2,4,3,4,3,3,4,4,4,4,5,5,5,5,5,4,4,5,5,4,5,5,5,2,2,1,3,1,1,3,1,4,3,3,4,3,62,1,2.2,3.4,4.2,4.71428571428571,4.8,1.66666666666667,2.66666666666667,3.33333333333333,2.77777777777778
2,4,4,3,4,4,3,3,3,4,4,4,4,3,4,4,4,3,4,3,3,4,4,3,2,2,2,1,1,1,3,1,3,1,1,1,3,4,4,4,36,1,3.4,3.4,3.8,3.57142857142857,2.6,1.66666666666667,1,4,2.77777777777778
4,3,3,4,5,2,4,2,4,3,3,5,2,4,4,3,2,3,3,3,3,3,3,4,1,4,3,2,2,1,2,2,1,2,2,3,3,3,4,3,31,1,3.8,3,3.6,2.85714285714286,3,1.66666666666667,2.33333333333333,3.33333333333333,2.77777777777778
5,5,5,5,5,3,3,3,3,3,4,4,4,4,4,2,1,5,1,3,4,2,3,2,2,3,2,2,3,1,4,2,2,1,1,1,3,4,5,5,51,1,5,3,4,2.57142857142857,2.4,2.33333333333333,1,4.66666666666667,5.44444444444445
2,4,4,4,4,3,2,3,4,3,3,2,3,3,3,4,2,4,4,3,4,4,2,3,2,4,4,2,4,2,4,2,2,2,2,3,3,4,4,2,62,2,3.6,3,2.8,3.57142857142857,3,2.66666666666667,2.33333333333333,3.33333333333333,7.11111111111111
2,2,4,3,5,1,2,1,1,1,5,4,4,4,4,2,2,4,2,4,2,3,1,2,2,2,2,2,2,2,5,2,2,3,2,4,3,4,3,4,46,2,3.2,1.2,4.2,2.71428571428571,1.8,2.5,3,3.66666666666667,6.25
4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,2,5,1,4,3,2,5,3,4,5,3,2,4,1,5,2,3,1,2,1,3,5,5,5,55,1,4.8,5,4.2,2.57142857142857,4,2.83333333333333,1.33333333333333,5,8.02777777777778
2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,22,2,2.8,3,3,3,3,3,3,5,9
4,4,4,3,4,4,4,3,4,3,1,1,4,1,1,3,2,4,3,3,4,4,2,3,4,2,4,3,2,1,2,1,2,2,1,1,3,5,5,3,56,2,3.8,3.6,1.6,3.28571428571429,3,1.83333333333333,1.33333333333333,4.33333333333333,3.36111111111111
4,4,4,4,4,4,4,4,4,3,5,2,4,2,4,4,2,3,4,4,4,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,3,4,4,4,49,2,4,3.8,3.4,3.42857142857143,2.2,2.16666666666667,2,4,4.69444444444444
2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,5,3,5,5,5,4,4,3,4,4,4,4,3,2,1,2,1,3,4,1,2,3,4,4,4,70,1,2.2,4,4,4.42857142857143,3.8,2,2.33333333333333,4,4
2,4,4,4,4,2,2,2,2,2,4,2,3,2,4,3,2,2,3,4,2,2,2,3,2,3,2,1,2,2,3,3,2,2,1,1,3,5,5,4,23,2,3.6,2,3,2.57142857142857,2.4,2.16666666666667,1.33333333333333,4.66666666666667,4.69444444444444
3,3,3,3,4,3,3,3,2,3,4,4,3,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,2,2,2,2,2,3,2,2,3,4,4,4,45,1,3.2,2.8,3.8,3.71428571428571,3,2.16666666666667,2.33333333333333,4,4.69444444444444
4,3,5,4,4,2,2,2,2,2,4,2,3,2,4,3,1,3,3,3,2,4,3,2,2,3,2,3,2,2,2,2,2,2,2,2,3,3,3,3,60,2,4,2,3,2.71428571428571,2.4,2.16666666666667,2,3,4.69444444444444
4,3,4,3,4,3,3,2,3,3,4,4,4,4,5,2,2,3,2,2,3,2,3,2,2,3,3,2,2,1,3,3,2,1,1,1,3,4,3,5,27,2,3.6,2.8,4.2,2.28571428571429,2.6,2.16666666666667,1,4,4.69444444444444
2,3,4,2,3,4,4,3,4,3,4,3,3,4,4,3,1,1,3,3,3,3,2,3,2,3,3,3,2,1,3,1,4,2,1,1,3,5,4,4,52,2,2.8,3.6,3.6,2.42857142857143,2.6,2.33333333333333,1.33333333333333,4.33333333333333,5.44444444444445
2,4,5,2,3,4,3,4,3,3,5,4,4,4,5,4,1,4,3,4,4,2,4,3,2,3,3,3,2,1,1,1,3,2,1,1,3,4,4,3,71,2,3.2,3.4,4.4,3.14285714285714,3,1.83333333333333,1.33333333333333,3.66666666666667,3.36111111111111
1,1,1,1,2,3,3,1,2,2,4,4,4,5,5,5,3,5,4,4,5,5,4,4,4,5,4,2,1,1,1,1,1,3,1,4,3,4,3,4,64,1,1.2,2.2,4.4,4.42857142857143,4.2,1.16666666666667,2.66666666666667,3.66666666666667,1.36111111111111
4,2,3,3,3,3,2,3,3,3,4,3,4,3,4,5,2,4,5,3,3,3,3,3,3,5,2,1,3,2,3,1,4,1,4,1,3,4,4,4,62,2,3,2.8,3.6,3.57142857142857,3.2,2.33333333333333,2,4,5.44444444444445
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,30,2,3,3,3,3,3,3,3,3,9
2,3,3,3,3,4,4,4,4,4,5,5,4,5,5,2,3,4,3,3,4,3,2,3,3,2,2,2,2,1,4,1,1,2,1,1,3,5,5,5,41,1,2.8,4,4.8,3.14285714285714,2.4,1.83333333333333,1.33333333333333,5,3.36111111111111
2,2,3,3,2,4,3,3,2,3,4,3,4,2,4,4,3,4,3,4,3,3,4,4,3,2,3,4,2,2,4,2,2,2,2,2,3,4,4,4,64,2,2.4,3,3.4,3.42857142857143,3.2,2.66666666666667,2,4,7.11111111111111
4,5,5,3,4,4,3,3,2,3,4,5,4,4,4,2,4,4,3,2,3,2,2,2,2,3,3,2,2,1,2,2,2,1,1,2,3,2,4,4,50,1,4.2,3,4.2,2.85714285714286,2.4,1.83333333333333,1.33333333333333,3.33333333333333,3.36111111111111
1,3,4,4,4,3,3,3,4,4,4,5,5,5,5,4,2,5,5,4,4,4,4,4,3,4,5,1,1,1,2,1,1,1,1,2,3,5,5,5,54,1,3.2,3.4,4.8,4,4,1.16666666666667,1.33333333333333,5,1.36111111111111
4,3,4,5,5,1,4,3,2,5,5,2,3,4,1,3,3,3,3,3,3,3,2,4,5,2,2,1,2,3,3,4,4,1,3,3,3,3,3,3,21,1,4.2,3,3,3,3,2.83333333333333,2.33333333333333,3,8.02777777777778
4,4,4,4,4,3,3,3,2,3,5,5,4,2,5,2,2,3,3,2,3,2,2,1,3,3,3,1,1,1,1,1,1,1,1,2,3,5,4,4,55,2,4,2.8,4.2,2.42857142857143,2.4,1,1.33333333333333,4.33333333333333,1
2,3,2,3,4,2,2,2,2,2,4,4,4,4,2,3,3,4,3,3,3,3,4,3,4,4,4,2,2,2,4,2,2,3,2,2,3,5,5,5,34,2,2.8,2,3.6,3.14285714285714,3.8,2.33333333333333,2.33333333333333,5,5.44444444444445
2,3,3,4,5,2,3,2,2,3,4,4,3,5,4,2,3,3,4,3,2,2,2,3,3,2,3,2,4,4,4,3,4,3,3,2,3,4,4,4,39,1,3.4,2.4,4,2.71428571428571,2.6,3.5,2.66666666666667,4,12.25
3,4,5,4,2,2,3,4,2,3,3,1,3,1,3,3,5,4,3,4,3,3,4,2,4,3,2,2,1,3,1,1,4,3,1,5,3,3,4,4,40,1,3.6,2.8,2.2,3.57142857142857,3,2,3,3.66666666666667,4
4,2,5,5,5,5,2,3,2,2,4,4,4,4,4,2,1,5,4,3,4,2,4,4,4,3,3,1,1,1,5,1,4,2,1,1,3,5,5,5,65,2,4.2,2.8,4,3,3.6,2.16666666666667,1.33333333333333,5,4.69444444444444
1,4,5,3,3,1,1,2,2,2,4,4,3,3,3,4,4,3,3,2,3,4,2,3,3,4,3,3,4,1,5,3,4,2,2,1,3,3,4,4,44,1,3.2,1.6,3.4,3.28571428571429,3,3.33333333333333,1.66666666666667,3.66666666666667,11.1111111111111
1,3,4,3,4,3,2,2,2,3,4,3,3,3,4,4,3,4,4,4,4,4,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,4,4,4,44,1,3,2.4,3.4,3.85714285714286,2.8,3.16666666666667,3,4,10.0277777777778
4,4,4,2,4,5,4,4,4,4,5,4,2,5,4,4,3,2,4,4,3,4,2,2,2,1,2,2,2,2,1,1,1,2,2,2,3,5,5,5,47,1,3.6,4.2,4,3.42857142857143,1.8,1.5,2,5,2.25
1,3,5,4,3,4,3,2,1,3,4,2,3,3,5,4,3,3,2,3,2,5,5,2,3,3,2,4,3,3,5,2,4,4,4,5,3,4,5,4,24,1,3.2,2.6,3.4,3.14285714285714,3,3.5,4.33333333333333,4.33333333333333,12.25
2,4,4,3,4,2,3,2,2,2,4,3,2,3,4,4,4,5,4,4,5,4,4,3,4,4,4,4,3,1,3,2,2,2,1,2,3,4,4,4,57,2,3.4,2.2,3.2,4.28571428571429,3.8,2.5,1.66666666666667,4,6.25
2,2,2,3,5,4,5,3,5,4,5,5,3,5,5,1,1,4,2,1,3,1,4,2,4,3,3,1,1,1,3,1,3,2,1,1,3,5,5,5,27,2,2.8,4.2,4.6,1.85714285714286,3.2,1.66666666666667,1.33333333333333,5,2.77777777777778
3,4,5,4,5,4,3,2,2,2,4,4,3,3,4,3,5,3,3,4,2,3,3,3,3,3,3,1,1,1,5,1,1,2,1,3,3,4,5,3,44,1,4.2,2.6,3.6,3.28571428571429,3,1.66666666666667,2,4,2.77777777777778
2,4,4,4,2,4,2,4,2,4,4,2,4,2,4,1,5,4,2,4,2,2,4,2,4,2,2,4,4,4,4,4,4,4,4,4,3,4,4,4,60,2,3.2,3.2,3.2,2.85714285714286,2.8,4,4,4,16
1,2,2,2,1,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,5,4,2,4,3,4,4,3,1,4,2,2,4,3,4,3,4,4,4,53,1,1.6,4,4.2,4.28571428571429,3.4,2.66666666666667,3.66666666666667,4,7.11111111111111
2,2,2,3,3,2,3,4,2,2,2,4,3,4,4,5,4,3,2,4,2,4,4,4,4,3,3,2,2,2,2,2,3,4,3,2,3,2,5,3,46,2,2.4,2.6,3.4,3.42857142857143,3.6,2.16666666666667,3,3.33333333333333,4.69444444444444
2,3,3,2,4,3,4,4,4,3,4,4,4,3,4,4,2,3,3,2,3,4,3,3,2,3,3,4,3,2,4,4,4,3,3,4,3,4,2,2,45,2,2.8,3.6,3.8,3,2.8,3.5,3.33333333333333,2.66666666666667,12.25
4,4,4,3,4,4,3,3,3,3,4,4,3,4,4,2,2,4,3,2,2,2,3,2,3,2,2,3,3,3,4,3,2,1,1,1,3,4,5,5,52,1,3.8,3.2,3.8,2.42857142857143,2.4,3,1,4.66666666666667,9
1,1,1,1,1,2,3,3,2,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,1,1,1,5,1,2,3,5,5,4,52,1,1,2.6,4.8,5,5,1.33333333333333,2.66666666666667,4.66666666666667,1.77777777777778
1,2,2,2,3,2,3,1,2,3,4,4,2,4,4,5,5,5,5,5,4,5,4,3,3,3,4,3,2,2,4,2,2,5,1,2,3,5,5,5,56,2,2,2.2,3.6,4.85714285714286,3.4,2.5,2.66666666666667,5,6.25
3,5,3,4,4,4,3,4,3,4,5,4,4,4,4,1,2,4,2,2,2,2,2,1,2,3,2,1,1,1,2,1,1,1,1,2,3,4,4,4,57,1,3.8,3.6,4.2,2.14285714285714,2,1.16666666666667,1.33333333333333,4,1.36111111111111
1,5,4,3,3,3,2,5,3,4,3,2,3,3,4,3,2,4,2,3,3,2,5,2,4,3,2,3,1,4,4,3,4,3,4,5,3,3,4,4,24,1,3.2,3.4,3,2.71428571428571,3.2,3.16666666666667,4,3.66666666666667,10.0277777777778
4,4,4,3,3,4,4,4,3,3,5,5,4,2,5,5,4,4,5,3,3,3,4,3,3,3,3,3,3,2,4,2,2,2,2,1,3,4,4,4,63,1,3.6,3.6,4.2,3.85714285714286,3.2,2.66666666666667,1.66666666666667,4,7.11111111111111
